Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
01FAYE3T_lower_left,758.0,362.0,754.5599975585938,360.3199768066406,3.83,0.31
015SUFFX_lower_left,799.0,334.0,800.6399536132812,337.2799987792969,3.67,0.29
7IGA0W6E_lower_right,818.0,363.0,821.1199951171875,361.9256286621094,3.3,0.26
H8RSX6T2_upper_left,760.0,282.0,753.2799682617188,280.4877624511719,6.89,0.55
GNR6QR3P_upper_right,777.0,293.0,776.3639526367188,292.93896484375,0.64,0.05
013ZD6EX_upper_left,721.0,307.0,723.8399658203125,308.4407043457031,3.18,0.25
1419YTY4_upper_right,816.0,370.0,819.9312133789062,373.1199951171875,5.02,0.4
8SLVB1AH_upper_left,775.0,267.0,773.760009765625,269.44000244140625,2.74,0.22
013NUWYR_upper_right,829.0,272.0,826.239990234375,272.6482238769531,2.84,0.23
013TXGFK_upper_right,760.0,252.0,754.5599975585938,251.86293029785156,5.44,0.44
01E5XG8Z_upper_left,786.0,285.0,785.2799682617188,283.5199890136719,1.65,0.13
0191WKPV_upper_left,778.0,303.0,780.1599731445312,306.55999755859375,4.16,0.33
J1A5FRQN_upper_right,813.0,377.0,818.5599975585938,381.17340087890625,6.95,0.56
0148VUFR_lower_left,778.0,336.0,785.2799682617188,343.67999267578125,10.58,0.85
KBGVMAF7_lower_right,831.0,340.0,827.5199584960938,344.50457763671875,5.69,0.46
019P6PZD_lower_left,834.0,352.0,828.7999877929688,352.6783142089844,5.24,0.42
01G1AKV2_upper_right,827.0,289.0,826.239990234375,287.3599853515625,1.81,0.14
01JH0154_lower_left,829.0,318.0,826.239990234375,315.9752197265625,3.42,0.27
015SUFFX_upper_right,755.0,291.0,752.0,289.91998291015625,3.19,0.26
HZH8DYC7_upper_right,875.0,371.0,872.4203491210938,375.6884765625,5.35,0.43
015DUP26_lower_left,738.0,356.0,737.9199829101562,353.46807861328125,2.53,0.2
01FGPDFR_lower_right,862.0,342.0,860.7999877929688,343.67999267578125,2.06,0.16
01J9RWK6_lower_left,827.0,374.0,823.6799926757812,377.76519775390625,5.02,0.4
014ZTUSK_upper_right,767.0,251.0,764.7999877929688,248.95999145507812,3.0,0.24
H8RSX6T2_upper_right,768.0,287.0,769.9199829101562,286.0799865722656,2.13,0.17
AYSCFCO8_upper_left,799.0,267.0,796.7999877929688,271.4100646972656,4.93,0.39
C2SF98X5_lower_right,811.0,496.0,810.8800048828125,497.3837890625,1.39,0.11
015WW8D6_lower_left,786.0,379.0,784.0,380.79998779296875,2.69,0.22
01FURZ62_upper_left,771.0,296.0,776.3200073242188,298.8800048828125,6.05,0.48
BC0OWLNW_upper_right,883.0,362.0,885.1199951171875,360.4848327636719,2.61,0.21
7DRMXZ3A_upper_right,769.0,287.0,773.760009765625,286.0799865722656,4.85,0.39
01DXDP2R_upper_left,722.0,274.0,720.0,273.9357604980469,2.0,0.16
01K3G866_lower_left,767.0,338.0,755.8399658203125,341.1199951171875,11.59,0.93
01K3G866_lower_right,774.0,337.0,775.0399780273438,340.0958251953125,3.27,0.26
5LP835GA_lower_left,769.0,376.0,766.0799560546875,379.5199890136719,4.57,0.37
ANLLPLV7_lower_left,761.0,328.0,755.8399658203125,327.16766357421875,5.23,0.42
013FHA7K_lower_right,842.0,369.0,839.0399780273438,371.8399963378906,4.1,0.33
014ZTUSK_upper_left,757.0,255.0,754.5599975585938,256.6184997558594,2.93,0.23
FKSYZ9LA_lower_left,837.0,326.0,830.0799560546875,325.0433349609375,6.99,0.56
LGADV15G_upper_left,786.0,261.0,786.5599975585938,264.3511657714844,3.4,0.27
01G1GYUF_lower_left,773.0,356.0,775.0399780273438,353.25689697265625,3.42,0.27
01422MSK_lower_right,754.0,313.0,752.0,311.67999267578125,2.4,0.19
015WXFRN_lower_left,839.0,361.0,823.6799926757812,346.62725830078125,21.01,1.68
87N5YSES_lower_right,819.0,482.0,821.1199951171875,484.5406188964844,3.31,0.26
01J1XXHR_lower_left,772.0,325.0,772.47998046875,322.55804443359375,2.49,0.2
015DXGZH_lower_left,772.0,306.0,776.3200073242188,307.8399963378906,4.7,0.38
MNIAB8K3_lower_right,803.0,332.0,799.3599853515625,337.2799987792969,6.41,0.51
CBSF6Q84_upper_right,753.0,324.0,752.0,320.6399841308594,3.51,0.28
013ZD6EX_lower_left,732.0,325.0,732.7999877929688,324.28070068359375,1.08,0.09
013NUWYR_lower_left,828.0,243.0,824.9599609375,242.55999755859375,3.07,0.25
ASUXPX7O_lower_right,750.0,336.0,749.4400024414062,339.69183349609375,3.73,0.3
015RM178_lower_right,829.0,333.0,827.524658203125,336.6910400390625,3.97,0.32
FKSYZ9LA_lower_right,830.0,323.0,826.239990234375,319.5721740722656,5.09,0.41
E552BK9X_lower_right,750.0,299.0,750.719970703125,301.44000244140625,2.54,0.2
016XWJ8X_lower_left,809.0,342.0,796.7999877929688,341.1199951171875,12.23,0.98
01A6H4PZ_lower_left,803.0,281.0,796.7999877929688,280.2098083496094,6.25,0.5
AEOQ4Q9Q_lower_left,803.0,320.0,804.47998046875,318.3397521972656,2.22,0.18
0AAQ6BO3_lower_left,826.0,355.0,824.9599609375,352.6399841308594,2.58,0.21
50O9GUWT_upper_left,808.0,252.0,807.0399780273438,251.51998901367188,1.07,0.09
LGADV15G_lower_left,797.0,350.0,792.9599609375,350.0799865722656,4.04,0.32
01FX95TX_upper_left,779.0,297.0,782.719970703125,299.30126953125,4.37,0.35
HZH8DYC7_upper_left,877.0,371.0,876.1599731445312,374.7630310058594,3.86,0.31
015RM178_upper_right,790.0,307.0,787.8399658203125,308.7742614746094,2.8,0.22
014ZTUSK_lower_right,815.0,351.0,817.2799682617188,350.0799865722656,2.46,0.2
MNIAB8K3_upper_left,809.0,266.0,805.760009765625,269.38189697265625,4.68,0.37
015DUP26_lower_right,736.0,356.0,737.9199829101562,353.91998291015625,2.83,0.23
013ZD6EX_lower_right,730.0,322.0,730.239990234375,322.00640869140625,0.24,0.02
013NUWYR_upper_left,845.0,280.0,830.0799560546875,272.7469482421875,16.59,1.33
01JZF0KX_lower_left,792.0,335.0,790.3999633789062,339.8399963378906,5.1,0.41
E4GH1D3S_upper_left,853.0,377.0,851.8399658203125,382.0957336425781,5.23,0.42
IHKL3Y8N_upper_right,757.0,308.0,757.926025390625,310.3999938964844,2.57,0.21
LA67YYVJ_upper_left,848.0,354.0,849.2799682617188,352.1212463378906,2.27,0.18
015WXFRN_lower_right,822.0,344.0,821.1199951171875,343.702880859375,0.93,0.07
MNIAB8K3_upper_right,773.0,259.0,781.4400024414062,261.7599792480469,8.88,0.71
0191WKPV_lower_left,766.0,325.0,763.5199584960938,322.0642395019531,3.84,0.31
01F6WV5D_lower_left,746.0,355.0,745.5999755859375,352.6399841308594,2.39,0.19
01G1GYUF_upper_right,775.0,316.0,777.5999755859375,314.96282958984375,2.8,0.22
6BWQC0CT_lower_right,802.0,310.0,801.9199829101562,310.3971862792969,0.41,0.03
ameziani_upper_right,845.0,352.0,847.1427001953125,351.37646484375,2.23,0.18
CBSF6Q84_lower_left,757.0,318.0,755.8399658203125,315.9035339355469,2.4,0.19
E4GH1D3S_lower_left,854.0,414.0,855.78857421875,416.6399841308594,3.19,0.26
C2SF98X5_upper_left,857.0,376.0,856.9599609375,381.1208801269531,5.12,0.41
0171X5EV_upper_left,793.0,281.0,789.1199951171875,278.85406494140625,4.43,0.35
015WW8D6_upper_right,718.0,255.0,716.1599731445312,256.6399841308594,2.46,0.2
4J24X0ES_upper_right,826.0,395.0,824.9716796875,391.0905456542969,4.04,0.32
0148VUFR_upper_right,772.0,286.0,773.760009765625,283.5199890136719,3.04,0.24
4J24X0ES_upper_left,826.0,396.0,823.6799926757812,393.6000061035156,3.34,0.27
0191WKPV_upper_right,770.0,301.0,771.2000122070312,304.6856689453125,3.88,0.31
